failed_attempts_1min,passwords_tried_count,geo_distance_km,os_is_usual,accounts_same_ip,activity_burst_seconds,is_attack
0,4,216.02086733110974,1,1,762.4135135556853,0
3,1,37.46859198951367,1,1,1307.938597886815,0
0,0,44.83948128578744,0,2,1524.3659621163788,0
1,2,419.05503355650194,1,0,3125.6669343512426,0
2,5,291.3178150171037,1,2,1794.4750682601853,0
1,3,111.24683761322626,1,2,2971.3239457985765,0
3,0,180.9798441514517,1,3,2697.702934710635,0
0,1,18.44857125033005,1,2,1281.3440534420217,0
1,1,29.49855423891643,1,1,744.4313223895236,0
1,1,93.5629163964631,1,0,924.792558720632,0
5,14,142.83510669877367,0,3,151.77424714373691,1
3,3,37.6580545563682,0,2,1147.0818690460687,0
1,4,118.05558942883425,1,0,3085.526739428785,0
1,0,68.3985692390774,1,1,1112.4745326014502,0
3,1,48.66234148841762,0,3,968.5890555885264,0
3,1,41.69324684664907,1,2,856.2441173252165,0
9,8,212.42160014396805,0,9,106.1095910080395,1
0,0,135.09664794976715,1,1,1602.348863893289,0
4,9,42.2051535963035,0,8,159.02092031266272,1
1,1,269.36878078149346,1,1,1234.0873878418895,0
0,3,166.72505105322782,1,4,420.54727931090605,0
0,0,74.81309579381703,1,1,1785.762988031362,0
0,0,10.322069869007905,1,0,2778.3469093377234,0
4,15,48.89900397549019,0,10,92.23505714633319,1
3,1,26.0537750125101,1,2,695.1827836679317,0
1,0,167.84507034631764,1,0,1453.3044977494183,0
2,2,123.50880322662213,1,1,1109.8211592909936,0
3,0,47.25551143946972,1,1,3203.592389460153,0
1,2,39.33516910603236,0,0,329.2318173732222,0
0,0,13.67851893756066,1,0,984.1253512427072,0
1,2,716.7281129622614,1,1,2597.9588268374478,0
6,12,652.7369911605166,0,3,102.97528624624813,1
0,4,0.7856234433701432,0,2,3425.8106228590373,0
0,1,31.42857785724903,1,1,2201.930692273451,0
1,3,160.1798107641235,1,1,453.82331727567407,0
1,1,44.11966975730635,0,2,2030.5769729580522,0
7,10,199.45586730504047,0,6,78.14689448144328,1
0,2,135.25874243262595,1,2,3400.5108551882126,0
2,2,112.7184490524594,1,0,2286.891804269462,0
0,1,252.64420675577557,1,0,2488.3252514034557,0
6,17,37.85090759717162,0,6,177.47336981871078,1
0,1,145.85143703229744,1,2,258.53103889339525,0
1,2,49.2373817220874,1,2,2192.9614869464435,0
1,0,27.978902238254552,1,0,1967.9404747846222,0
3,5,1413.4282052737597,1,1,1010.276770000807,0
1,2,192.19158824731738,1,1,1141.6880538822165,0
2,0,28.268377456206373,1,1,1549.5124571482706,0
2,3,193.23860549673284,1,0,1257.619969531136,0
0,1,181.94350054891157,1,1,3280.929418995866,0
0,1,124.17095821600854,1,0,2020.9979280926027,0
5,14,168.51741220912385,0,10,91.31611617246577,1
0,1,125.26650096032084,0,2,2511.234332281629,0
0,3,148.21438037514332,1,0,461.15051741267865,0
10,12,1286.1758469198223,0,10,97.91150449057842,1
1,2,18.3181958000435,1,1,3377.7814637647843,0
5,10,238.07468653731507,1,6,124.98868885344137,1
1,1,18.30093933157675,1,0,1475.001907966483,0
1,0,112.25957383603333,1,0,871.2889135293625,0
9,9,223.2689971537509,1,5,42.78616261499575,1
2,1,68.59683091014017,1,2,2535.3201232309557,0
2,1,118.20901219003387,0,0,3358.7563896833026,0
1,3,100.11072498176577,1,2,1577.790584537581,0
6,4,209.39207400334936,0,0,2990.169931735562,0
0,9,7.8992403795743416,1,3,60.36007037073407,1
8,7,326.33511999875134,0,5,86.06949979913416,1
1,1,64.0879243329769,1,1,1138.3814584246027,0
2,0,3.7701073630607147,0,0,1258.7113291499275,0
1,1,74.89491643049737,1,0,158.75473391432683,0
0,2,33.71461430558179,1,3,910.9765137833915,0
0,0,266.00180047437914,1,1,2374.88709423425,0
4,17,1631.6954132534177,0,5,108.23994945624615,1
1,2,25.456734338683766,1,2,3251.187578209667,0
5,8,32.24856145180954,0,6,86.89352178302246,1
2,1,22.135544199000602,1,2,1591.8115447161376,0
1,0,43.2485433545162,1,1,1510.418331401078,0
1,1,28.979527313770753,1,3,3241.4931335354354,0
1,2,14.954334540690034,1,0,2943.8240013570967,0
0,0,106.84189336035631,1,0,1678.5400700217504,0
2,0,177.0490895012477,1,3,1578.9243269589736,0
1,0,141.85087619486953,1,0,2034.1876963876723,0
9,14,441.98913079728186,0,2,172.76592942704067,1
4,7,521.4932167387324,1,3,78.41199957533217,1
5,2,130.13631695729327,1,1,872.1425978219632,0
0,1,248.92915225749698,1,3,3568.2874180671806,0
1,3,44.724373667671706,1,1,513.7402652449415,0
0,0,92.72914061007073,1,1,680.7377071452573,0
0,1,90.32365072804787,1,0,2767.557246452418,0
1,1,206.99333558030216,0,1,1573.7501632504739,0
1,0,100.873447665083,1,2,105.51471795929297,0
1,1,5.218499443839123,1,0,1485.0740349493408,0
0,2,238.2268132068122,1,2,2899.025829988872,0
2,1,49.731239522613905,1,1,678.5664790822864,0
0,0,14.312304023711738,1,1,400.9072062521424,0
2,1,124.86201542217657,1,1,3504.473165362754,0
2,1,51.03866169359872,0,1,2288.1830938898383,0
0,0,99.0773024656059,0,1,1693.1761118839897,0
1,1,75.62272181274108,1,0,1887.3962125316114,0
0,2,77.45516887987091,1,0,1453.787330819828,0
0,1,244.7240783524215,0,2,1415.4246911630798,0
0,3,110.30445375381156,1,1,2854.16392945708,0
2,3,3.671648834373178,1,0,1840.709322661371,0
1,2,55.197386166681184,1,1,644.0807997544259,0
0,0,32.61675215885767,1,1,2591.0937677579655,0
0,1,43.57621522565276,0,3,755.002882966227,0
9,11,1246.762402546469,0,9,33.186978460802855,1
1,2,32.745594686855014,1,4,2161.8607413961768,0
3,2,20.30985375320298,1,1,2659.3118074045533,0
2,1,49.40492490340275,1,0,1191.44082926711,0
13,10,1950.0198962890142,0,4,174.65858507089675,1
2,0,10.671843617542294,1,2,2576.435555414116,0
3,4,320.4170890721729,1,0,2759.4722313031634,0
0,0,133.89932239842238,1,0,54.81055043627391,0
0,0,106.35310189988608,1,0,436.15531383708947,0
0,0,34.489115224641324,1,0,1318.0104043093659,0
1,0,10.092965950617906,1,2,2561.127145370585,0
2,1,26.53752256108541,1,2,97.01384314106923,0
0,1,72.39838170627738,1,4,2157.495205232623,0
2,1,486.04133858922046,0,0,2382.0176659285025,0
1,2,77.00575455488521,1,1,1415.0639144148638,0
1,0,75.20732236421738,0,0,2702.0477699029348,0
2,3,164.72503575010472,1,2,196.5205336006974,0
6,17,9.909606635213462,0,7,39.52252410652294,1
0,0,305.3362753672094,1,1,966.3328276729541,0
0,1,24.3235149070351,1,1,2928.5416759627537,0
3,6,764.0415476318119,1,1,1678.7301325378023,0
0,1,143.29081984171924,1,0,3564.4784640207727,0
0,0,36.229031729388964,1,0,1760.1611167778763,0
12,13,76.76753232127608,0,6,25.61176811058426,1
0,0,72.10837716882368,1,3,3563.98093377744,0
2,2,100.12505422064257,1,0,2365.924640294365,0
1,1,173.4437030332761,0,0,2932.933182865726,0
4,8,1500.0894298651726,0,6,153.6891395148932,1
2,0,14.448679454250104,1,0,934.0254152910735,0
1,0,170.40496985796563,0,0,2701.8043950167503,0
0,0,194.5571198609877,1,4,3339.4749002186477,0
1,3,122.23178246158571,1,3,381.00311466723696,0
1,3,37.867381963255625,1,2,1732.488433883155,0
1,2,189.1733995584249,1,0,1844.1399703276752,0
2,2,244.30292116260293,1,1,3433.553537697663,0
0,0,6.495314902572771,1,1,3051.312977767282,0
1,2,75.17422938469562,1,3,937.6067343969779,0
1,1,197.26079055567735,1,0,1952.0627050247078,0
8,12,651.8939485232307,0,12,9.786194985730496,1
0,1,100.58134558239348,1,2,3533.1923735444866,0
7,7,1312.8392669845662,1,3,103.82228280108659,1
0,1,70.341082330354,1,2,1208.1879687415117,0
0,1,99.61384875772383,1,0,2291.957630566767,0
0,2,229.7783930682624,1,1,3542.6684600568024,0
2,0,37.5935984261013,1,0,3298.3449449080504,0
1,0,88.63141124056281,1,0,1259.651119382673,0
7,6,362.72133820704124,0,8,124.57726024633577,1
1,1,270.099524400869,0,1,1559.7592526435342,0
1,1,67.78756119101531,1,0,245.1509512281908,0
1,1,33.02534734183978,1,0,1800.529373685181,0
1,0,8.259630662791364,1,1,1309.4280666301388,0
1,3,57.266452089586586,1,1,201.5444598922278,0
1,1,107.54761412027764,1,1,1965.1015116672747,0
0,2,13.268139606048093,1,0,206.62874290345428,0
0,1,6.809051216296627,1,1,1760.4083328305435,0
0,3,118.55622353243362,1,1,2406.0109704154547,0
1,1,50.07487602048418,1,1,2608.269060935951,0
5,14,160.2073329988856,0,6,19.31497120295598,1
1,1,127.55400526121502,1,0,1051.6272691303238,0
1,0,12.40584247838454,1,0,61.4011204263929,0
0,0,2.673186780579327,1,3,1151.3635367620982,0
1,1,51.551114798608694,1,2,3434.782309730576,0
0,0,57.44689692680023,1,1,1066.7403755434266,0
6,11,511.88935129643266,0,3,92.94709564297655,1
1,1,107.32313183107792,1,1,1739.623498775183,0
0,1,6.372704800810737,1,1,1789.9179128915255,0
6,10,108.94058381967683,0,6,132.6128161248571,1
7,18,29.272339429709266,0,4,169.990917728477,1
2,2,11.86009786766643,1,0,739.2905612093742,0
2,1,74.22103586669309,1,0,2837.065627186065,0
1,1,152.26758682806002,1,3,539.412826663636,0
1,2,88.85991477587154,1,0,2444.869145622241,0
1,1,37.438344520051544,1,0,785.205088885166,0
6,14,620.162233154494,0,2,92.45357854501587,1
1,11,0.16356135301206515,1,4,53.32109359136295,1
5,10,656.9248112466399,0,7,25.556924870935795,1
2,1,116.0626316267787,1,0,1046.7514355955136,0
2,0,63.621301682474886,1,3,1431.7260335952083,0
2,1,89.58384994798007,0,2,3270.4773905684533,0
2,1,6.764054332163186,0,0,1170.7252144602523,0
2,0,36.804291056280704,1,1,433.08778159649177,0
1,1,176.6536063258904,1,3,192.04831191263685,0
1,0,50.504289673130636,1,1,707.8436902607984,0
2,6,50.09353806983674,1,1,3471.799730195122,0
1,2,83.47443872085138,1,0,526.5112252578494,0
0,2,114.18504531924233,1,1,3140.0393147660297,0
1,1,39.11097586047175,1,1,3053.6231010545953,0
6,12,244.77621023501172,0,9,103.3979562879454,1
1,1,85.91913732791437,1,3,3395.6914669175394,0
1,2,5.888677698606427,1,1,2510.408599260956,0
5,4,198.8351597321941,1,2,60.678026300003175,0
1,0,38.23063128406457,1,3,2900.3267921735946,0
2,0,18.144609033951287,1,2,1284.5316517381289,0
1,0,77.77797929200293,1,2,2039.0779402579078,0
0,2,39.704946327967406,1,2,1091.6168649456147,0
1,0,47.67099717150079,1,2,75.72878542152732,0
9,15,500.61836064921704,0,6,50.26067380562266,1
1,2,97.8965152839433,1,1,1047.1428121697954,0
2,1,119.0563128018876,1,1,520.656646587592,0
0,2,9.095738037631934,0,0,2945.932709070946,0
0,2,79.34865854697088,1,1,1584.3147387123797,0
1,2,279.10668456926754,1,4,1167.3270036334295,0
3,0,177.52787321969356,1,2,2469.5223862160406,0
2,1,30.922900416547485,1,2,1494.8794168477657,0
7,16,253.7457570912481,0,8,153.64560820103978,1
11,15,337.7276586770254,0,6,153.22279892226717,1
1,2,6.2592054524345,1,2,542.9435435555249,0
0,2,138.73370771134748,1,0,2822.479342901837,0
0,0,192.23805237101473,1,3,2710.0483511945226,0
0,0,41.524446891158895,1,0,3401.9894147438467,0
3,1,163.78624252031275,1,1,1833.4664479089668,0
0,4,192.8378589508793,1,3,664.0837980760925,0
1,0,99.94041251248989,1,1,2261.3643778116107,0
1,3,17.915878310239478,1,1,673.4161076460341,0
0,1,59.25135333895266,1,0,171.05682863408833,0
1,3,48.31624056913306,1,1,2829.132244132693,0
1,2,55.56474865610844,1,1,2645.7765406581584,0
1,2,82.6311812420086,1,2,1021.2612943020532,0
0,0,3.6128488434267365,1,2,3433.0231376368038,0
0,2,46.22105010506493,1,1,2047.5296374457316,0
2,2,24.756044688586787,1,0,574.6804300847643,0
1,1,103.62307362938651,1,1,1828.7814033871334,0
12,9,634.543414268068,0,5,63.801828452981326,1
1,2,60.651984060051035,1,2,1148.7580843937112,0
0,1,17.817460006306067,1,0,2502.8955765883697,0
1,0,44.49727819439932,1,2,3348.935625603417,0
2,1,259.96309542837815,1,1,3108.7258259033474,0
2,2,5.435795965386262,1,1,1798.6472472323217,0
1,1,159.03710946707528,1,3,1860.6034779802344,0
8,12,951.581879189044,0,3,26.827558847598,1
9,15,82.85777270155506,1,7,30.171611402446214,1
1,2,38.492602622929894,1,1,625.2122518934442,0
2,1,110.15335339926501,1,2,1522.8919645672547,0
0,0,32.7483667808947,1,1,3298.431585901121,0
1,1,109.21923710012709,1,2,3198.6289447778586,0
1,1,200.75317344956005,0,0,3482.3106812164165,0
4,7,119.56285786962643,0,3,3346.370817026954,0
4,17,2190.8394034882267,0,12,111.64077744429436,1
0,2,0.7686175624091031,1,2,69.8150534415317,0
1,3,101.07738485865285,1,2,2069.201806418286,0
4,4,263.9857375040793,1,2,242.86741352172592,0
1,0,10.668933447612492,1,1,613.4339441091945,0
7,11,248.0541776000306,1,8,70.27058691299729,1
0,3,121.7439148459786,1,1,1810.780879782175,0
3,17,88.6878036845247,0,6,149.2464508951953,1
0,1,149.20445366408907,1,3,357.9254237712566,0
0,0,225.7258309047499,1,1,3024.413482550187,0
0,3,89.28535556899546,1,3,99.5634722811195,0
2,0,60.92149753288979,1,1,1353.3746423135703,0
2,1,10.206524974008701,1,0,460.6394181683728,0
0,2,62.45009619059267,1,1,915.9544289952464,0
0,1,78.23351304933824,1,2,3169.719582166506,0
2,4,161.7102258149931,0,10,157.73724709711257,1
3,18,15.96819356649879,0,6,108.90375039408094,1
0,1,252.91706190739654,1,1,1194.7265757792868,0
1,1,41.535111741719376,1,0,1419.049140170237,0
8,16,195.0470772806522,0,9,31.09206634185487,1
0,1,61.96402595910137,1,2,2464.5846166949727,0
2,6,71.65968229983673,1,2,877.3166534655496,0
2,1,67.56216546290594,1,1,1349.5689240756485,0
1,0,84.51763727828674,1,2,2834.208498621015,0
1,2,0.5869872981961373,1,1,600.6119488904453,0
1,2,1.3328602032076824,1,0,3516.001436689037,0
0,2,46.20528378647411,0,1,1950.6520480186757,0
7,12,190.5161864673492,0,9,150.3765260562573,1
0,11,37.91511267291551,1,9,159.60843803294176,1
1,4,5.267540403077481,1,0,1426.9955579568377,0
2,0,5.375866639817898,1,0,2032.7835289590525,0
0,2,158.79925222776328,1,0,1347.103640144295,0
2,2,75.22651182230577,1,4,2472.457700913282,0
7,8,546.8842205487637,0,6,90.33367316235,1
1,0,6.002562721727964,1,3,2987.7698160385107,0
1,2,175.3798895188511,1,1,3147.1788604390886,0
1,2,61.493825889367415,1,1,892.7043833236731,0
1,1,213.12048330922806,1,0,531.2460070824361,0
6,5,82.06600740227482,1,1,516.2776006567498,0
1,0,98.6735574458784,0,0,2126.9726928065993,0
1,0,64.66023162436419,1,1,1966.9716254940035,0
3,10,320.5425094067262,0,3,59.13379234001583,1
1,1,150.78174404084646,1,0,651.4831895048347,0
0,1,12.915891371241965,0,1,916.1430844470334,0
1,0,20.182875124595746,1,0,2094.5645218372224,0
1,2,44.947866375145864,0,0,607.2351350907389,0
2,2,86.97524531666828,1,0,2721.294545514667,0
1,3,38.43552080265602,1,2,1642.4385353308394,0
1,0,185.11695661225912,1,1,1659.6585220168556,0
1,1,15.77374450444287,1,0,3342.496567739972,0
1,2,20.916726536308992,1,1,1964.14341491548,0
1,0,13.635013448630453,1,0,373.6356186263723,0
1,2,40.41115384612592,1,2,1401.3356580592463,0
1,1,240.19713725457115,1,2,918.648256802572,0
1,1,111.15664481090039,1,2,1419.214289762739,0
5,4,245.91840040134161,1,3,913.2449721550366,0
5,16,174.079997203822,0,6,145.8494939437422,1
0,1,111.61154160792066,1,1,1392.7072764218647,0
1,1,75.24284132259217,1,1,1179.8593327479148,0
0,0,121.04337677243676,1,0,1790.5120041063683,0
2,0,23.25377310067993,1,0,2121.9991189858,0
1,2,6.446691138230128,1,1,1256.6222888724571,0
12,6,233.14237118140198,0,3,174.3250626105279,1
1,2,108.32566391829856,1,1,2801.5504933178604,0
1,1,143.04837941340284,1,1,2246.214986337961,0
2,0,169.12200493273582,1,0,3570.578472236505,0
8,16,518.0925325242503,0,6,77.61276221636435,1
1,0,20.363683518398116,1,0,1087.7708173028461,0
0,6,161.81552347980153,1,5,7.874806322373629,1
2,1,108.34350594160003,1,1,2054.185347637922,0
1,2,50.437549786239934,1,1,2480.608610995134,0
1,0,38.19468070635437,1,1,2910.6565521893385,0
5,5,689.5775264674775,1,1,1770.8534941022524,0
5,12,294.7690403991779,0,3,135.63973224811662,1
1,0,109.97652775350062,1,2,382.46549504241875,0
1,0,251.92289695536596,1,1,385.4379133304342,0
1,1,16.49949602531179,1,1,1347.39954343519,0
1,1,10.964471389274662,1,1,3126.9526947773143,0
6,16,157.8856508590147,1,3,114.00226014612619,1
2,1,79.2447745581844,1,3,3085.924177731107,0
1,2,181.88675134591963,1,2,1970.5996972828743,0
1,2,26.139006553084453,0,1,765.324954595705,0
0,0,4.1124771063373835,1,1,3147.783278598234,0
1,1,330.0123900077075,1,3,855.2723980456466,0
0,0,111.06190856081297,1,0,878.4715550913874,0
1,1,34.58005168864906,1,1,1628.0203972985084,0
0,2,110.16196314445315,1,1,2824.4156623926606,0
1,1,453.8157233709591,0,0,3175.294024332684,0
3,14,430.08612342965927,0,6,58.48618723462365,1
1,1,122.5836277112351,1,2,1551.4481559404642,0
1,2,47.098167126841204,1,0,356.6356243964129,0
2,1,102.86071348860875,1,3,2792.133667359227,0
1,1,203.9468441221064,0,2,2272.239069526674,0
2,2,78.19415723515166,1,2,711.7498030160999,0
2,0,20.838453994922183,1,2,1699.4049921514827,0
2,1,142.93124745989468,1,0,2445.8975893721945,0
1,1,38.32913816644148,0,1,579.0460572617238,0
2,5,594.8525144514922,0,0,2299.4476317626422,0
1,0,7.545552421926301,1,1,1291.6904737182617,0
0,1,120.25323475328892,1,0,2997.0261961140804,0
0,1,42.25206922957323,1,0,3152.5985856188586,0
1,1,101.01845446849977,1,1,3548.8139290320873,0
4,13,153.9819054852234,1,5,177.88470135832065,1
2,2,75.60671052387505,1,3,681.0387854997639,0
4,19,488.849613420377,0,5,93.55155135995902,1
1,3,19.949097257909415,1,1,3514.5666545691743,0
1,1,111.56042612418645,1,1,1449.9111147750707,0
1,2,61.220771679607225,1,2,2483.8734993985663,0
1,1,27.26725250651517,1,1,731.2384477749982,0
0,1,25.07101717150625,1,0,1865.5046837530008,0
2,2,59.68820629677731,1,2,3152.4233341667828,0
0,0,54.53479809193262,1,2,2858.30259041855,0
7,13,1001.5355640334609,0,5,116.79126624743527,1
1,0,102.19637244922866,1,1,2485.5766757654615,0
1,3,31.579785997553508,0,1,460.6946189367088,0
4,17,286.1875252334928,0,11,156.6900510643272,1
4,3,41.059751896671905,1,1,796.7009795867772,0
2,1,202.79965174466116,1,1,1061.743568874244,0
11,3,365.3741979681995,0,9,20.711769759773222,1
1,0,120.00399988441615,1,1,2575.3570457673127,0
1,1,16.262147238716004,1,1,2145.8395848559667,0
0,0,62.378857995845635,1,1,1683.9767202036735,0
1,1,144.43068078303614,1,1,2622.9966418417316,0
3,2,40.95343117544081,1,1,2610.0442952364,0
1,2,324.04678659667553,1,1,1840.4585440938533,0
0,0,176.29262257722542,1,1,374.7397328987874,0
1,2,89.6437369985978,1,1,1008.0325198121576,0
0,2,78.47124683011968,1,0,430.91307164039756,0
2,1,29.92800389408393,1,1,2914.1643548710576,0
1,0,129.28166854580252,0,1,391.3820048260031,0
0,1,79.02438259454853,1,0,1382.377746823983,0
0,0,140.34640285866917,0,1,2657.453845075268,0
3,7,236.86019774707674,0,0,3193.38003942562,0
5,0,78.42366833238842,1,1,1257.7717079059667,0
8,15,126.23536035603885,1,10,142.5167634228256,1
2,0,175.91201849446182,1,0,2443.3254482606985,0
2,1,58.88473744065151,1,1,1734.3121225134612,0
1,0,180.41579407043528,1,2,3032.476864632486,0
1,3,122.19330306754672,1,1,3502.7512540617627,0
4,11,1272.5383941184948,1,7,86.74003123697145,1
3,3,86.349019849075,1,0,3554.0118240549787,0
7,12,580.9854463412297,0,4,25.94835359054152,1
0,2,162.417920112901,1,2,2652.7677400718035,0
4,7,19.25159875620609,1,0,1701.8960616568343,0
1,2,62.000355080700345,1,1,438.9848881663527,0
2,2,203.97691834908332,1,4,209.97080225635358,0
1,2,13.837651807687578,1,1,1612.3081941032938,0
2,1,86.83536327550839,1,1,1423.4807925821565,0
1,0,1.5121792668824783,1,3,2077.543351044326,0
1,4,108.10068300493069,1,2,1681.9511637560322,0
0,1,72.74773067962317,0,2,3347.946449759765,0
0,3,149.64310803873136,1,3,2565.6202829131184,0
2,0,155.42173619369203,0,1,2349.357114182565,0
1,0,118.60100244840271,1,3,2036.442374873146,0
5,15,678.8004922801065,0,10,69.19304099521615,1
7,12,101.74632260790997,0,10,113.94209270920062,1
10,17,1048.767003053183,0,5,101.78399846254975,1
0,1,95.35333298173646,1,1,2274.4197909641002,0
2,2,39.8649853128334,0,3,3057.7125437866034,0
1,2,125.75247624420739,1,2,3192.1084507625114,0
2,0,32.99869824528028,1,0,927.2333344562505,0
1,0,87.71238564652931,1,1,1207.8732649154858,0
1,1,103.64103394177937,1,2,2301.0318540905714,0
1,1,19.781255372971533,1,1,1689.1153777071866,0
0,0,179.89729773978596,1,1,3295.236430766633,0
2,2,91.58991210613634,1,1,2330.691300160791,0
1,0,134.10936259857792,1,2,3599.251216793776,0
7,9,217.65951691354857,0,4,78.94118065280074,1
1,1,24.135473527112893,0,4,2230.449016625486,0
2,1,146.53555028577162,1,1,944.778517466705,0
1,0,26.8026586082822,1,0,1934.4515674633467,0
0,0,65.66761563241771,1,1,3481.2870739425816,0
1,6,5.015443524753882,1,7,93.09309689933745,1
1,0,57.2308983253854,1,1,1809.9178273326354,0
1,0,25.76475141205845,1,0,1531.6697578976245,0
1,3,50.985946744956934,1,0,2112.2670784930815,0
1,1,5.368717162193374,1,0,494.23860034067246,0
1,0,243.13107187665128,1,2,3205.541344894414,0
3,1,93.33403842614602,1,0,1788.8814619721686,0
0,4,52.34080520654829,1,3,2230.8374269692904,0
3,1,16.47347688617979,1,0,3232.6890428540637,0
1,1,130.92732884733942,1,1,1430.6141313215262,0
2,3,142.99987331868354,1,0,2691.356517998273,0
0,0,130.4667306311988,1,1,1845.4565740577884,0
0,0,37.123878000966634,0,1,2959.39728880168,0
1,2,48.962157009795504,1,0,644.5077618713663,0
4,5,425.57453095760815,1,1,1736.3534945039232,0
2,0,2.049338693850434,0,1,3564.25194316782,0
0,1,12.038876710792003,1,1,1204.5454043785362,0
1,3,47.91768997341435,1,3,2399.170676826734,0
7,15,1674.3329358693773,0,5,148.1900461894838,1
3,7,74.18881338209611,1,2,2821.5488886457974,0
2,2,9.027965487546286,1,0,2129.2688429732602,0
1,1,29.60486408710353,1,0,2948.2748695895575,0
0,1,226.71851484663537,1,2,1457.6060717127332,0
0,1,127.40664317666659,1,1,791.8137635335078,0
1,0,84.17762470462891,1,1,2712.7452878076256,0
6,7,164.2322766120912,1,3,516.1491117818591,0
1,2,114.97994220702446,1,1,1869.194356391185,0
2,1,11.479173433046022,1,1,1889.9716004297866,0
1,1,1.0576303267834084,1,2,3041.4637007306515,0
1,2,139.2692497717523,1,0,333.8736638384338,0
0,2,117.19695401059931,1,0,176.49765594513818,0
1,0,133.86215682029422,1,2,2288.1511958125393,0
4,6,239.11825276006905,0,0,821.9782805246773,0
1,1,111.2735885466116,0,2,1941.238139912573,0
6,7,38.293181270049175,0,3,31.02573848050048,1
7,13,778.6126209100729,0,10,77.99772915875383,1
2,2,122.96795622697118,1,1,3110.1514726172513,0
3,1,52.53949882644855,0,2,3228.081666333469,0
1,0,27.564694213627053,1,2,2001.9382507586104,0
6,5,12.629301818508711,1,1,2293.2150214797393,0
